,0
0,12.515337423312884
1,9.570552147239264
2,10.306748466257668
3,10.306748466257668
4,10.674846625766872
5,9.938650306748466
6,9.938650306748466
7,11.411042944785276
8,11.042944785276074
9,12.515337423312884
10,13.251533742331288
11,12.515337423312884
12,12.883435582822086
13,12.515337423312884
14,12.515337423312884
15,12.515337423312884
16,12.515337423312884
17,12.515337423312884
18,12.515337423312884
19,12.515337423312884
20,12.14723926380368
21,12.14723926380368
22,11.411042944785276
23,11.779141104294478
24,11.042944785276074
25,11.779141104294478
26,11.042944785276074
27,12.14723926380368
28,12.515337423312884
29,12.515337423312884
30,12.515337423312884
31,12.883435582822086
32,12.883435582822086
33,12.883435582822086
34,12.515337423312884
35,12.883435582822086
36,12.14723926380368
37,11.779141104294478
38,11.779141104294478
39,12.14723926380368
40,12.14723926380368
41,11.411042944785276
42,11.779141104294478
43,11.411042944785276
44,12.515337423312884
45,12.515337423312884
46,12.515337423312884
47,12.883435582822086
48,12.883435582822086
49,12.883435582822086
50,13.251533742331288
51,13.987730061349692
52,13.987730061349692
53,14.723926380368098
54,14.723926380368098
55,14.723926380368098
56,14.723926380368098
57,14.723926380368098
58,14.723926380368098
59,13.987730061349692
60,13.251533742331288
61,13.61963190184049
62,12.515337423312884
63,11.779141104294478
64,11.779141104294478
65,11.411042944785276
66,11.411042944785276
67,11.042944785276074
68,11.411042944785276
69,11.779141104294478
70,11.411042944785276
71,11.042944785276074
72,11.042944785276074
73,11.411042944785276
74,11.042944785276074
75,10.306748466257668
76,10.674846625766872
77,11.042944785276074
78,9.938650306748466
79,10.306748466257668
80,10.674846625766872
81,10.306748466257668
82,10.306748466257668
83,10.306748466257668
84,10.306748466257668
85,9.938650306748466
86,8.83435582822086
87,9.938650306748466
88,9.202453987730062
89,8.83435582822086
90,8.098159509202453
91,8.466257668711657
92,8.83435582822086
93,8.466257668711657
94,8.466257668711657
95,8.098159509202453
96,8.098159509202453
97,8.098159509202453
98,7.361963190184049
99,7.730061349693251
100,7.361963190184049
101,8.098159509202453
102,8.466257668711657
103,8.098159509202453
104,8.098159509202453
105,8.466257668711657
106,8.83435582822086
107,8.466257668711657
108,8.83435582822086
109,7.730061349693251
110,8.466257668711657
111,8.098159509202453
112,8.098159509202453
113,7.730061349693251
114,7.361963190184049
115,7.730061349693251
116,6.625766871165644
117,6.257668711656442
118,5.889570552147239
119,5.153374233128834
120,5.153374233128834
121,4.785276073619632
122,4.785276073619632
123,4.41717791411043
124,3.312883435582822
125,3.6809815950920246
126,2.9447852760736195
127,2.9447852760736195
128,2.576687116564417
129,2.208588957055215
130,2.208588957055215
131,1.8404907975460123
132,2.208588957055215
133,1.8404907975460123
134,1.8404907975460123
135,2.208588957055215
136,2.208588957055215
137,2.576687116564417
138,2.208588957055215
139,2.9447852760736195
140,2.576687116564417
141,1.8404907975460123
142,2.576687116564417
143,1.8404907975460123
144,2.9447852760736195
145,2.9447852760736195
146,3.312883435582822
147,3.312883435582822
148,3.6809815950920246
149,2.9447852760736195
150,3.312883435582822
151,2.208588957055215
152,2.576687116564417
153,1.8404907975460123
154,2.576687116564417
155,2.208588957055215
156,2.576687116564417
157,2.9447852760736195
158,2.208588957055215
159,2.208588957055215
160,1.8404907975460123
161,2.208588957055215
162,2.208588957055215
163,1.8404907975460123
164,2.208588957055215
165,1.1042944785276074
166,1.8404907975460123
167,1.8404907975460123
168,1.4723926380368098
169,2.208588957055215
170,2.208588957055215
171,2.208588957055215
172,2.576687116564417
173,2.9447852760736195
174,2.9447852760736195
175,2.576687116564417
176,2.9447852760736195
177,2.9447852760736195
178,3.6809815950920246
179,3.6809815950920246
180,3.312883435582822
181,3.6809815950920246
182,2.9447852760736195
183,2.208588957055215
184,3.312883435582822
185,2.576687116564417
186,2.576687116564417
187,2.576687116564417
188,2.576687116564417
189,2.576687116564417
190,2.208588957055215
191,2.208588957055215
192,2.9447852760736195
193,2.576687116564417
194,1.8404907975460123
195,2.208588957055215
196,2.208588957055215
197,2.208588957055215
198,2.208588957055215
199,2.208588957055215
200,2.208588957055215
201,2.208588957055215
202,2.208588957055215
203,2.208588957055215
204,2.208588957055215
205,2.208588957055215
206,2.208588957055215
207,2.208588957055215
208,2.208588957055215
209,2.208588957055215
210,2.208588957055215
211,2.208588957055215
212,2.208588957055215
213,1.8404907975460123
214,2.208588957055215
215,1.8404907975460123
216,2.208588957055215
217,1.8404907975460123
218,2.9447852760736195
219,2.208588957055215
220,3.6809815950920246
221,3.6809815950920246
222,3.6809815950920246
223,4.049079754601227
224,4.049079754601227
225,4.049079754601227
226,3.6809815950920246
227,4.049079754601227
228,4.049079754601227
229,4.049079754601227
230,4.049079754601227
231,4.049079754601227
232,4.049079754601227
233,4.049079754601227
234,4.049079754601227
235,4.049079754601227
236,2.9447852760736195
237,3.312883435582822
238,2.9447852760736195
239,3.312883435582822
240,2.576687116564417
241,2.208588957055215
242,1.8404907975460123
243,1.8404907975460123
244,1.8404907975460123
245,2.208588957055215
246,1.1042944785276074
247,2.208588957055215
248,1.8404907975460123
249,1.8404907975460123
250,1.8404907975460123
251,1.4723926380368098
252,1.4723926380368098
253,1.4723926380368098
254,1.1042944785276074
255,1.1042944785276074
256,1.1042944785276074
257,1.1042944785276074
258,1.4723926380368098
259,1.4723926380368098
260,1.1042944785276074
261,1.4723926380368098
262,1.4723926380368098
263,2.208588957055215
264,1.8404907975460123
265,2.208588957055215
266,1.4723926380368098
267,1.8404907975460123
268,1.4723926380368098
269,1.1042944785276074
270,1.1042944785276074
271,0.7361963190184049
272,1.1042944785276074
273,0.7361963190184049
274,1.1042944785276074
275,0.7361963190184049
276,1.1042944785276074
277,1.1042944785276074
278,1.1042944785276074
279,1.1042944785276074
280,1.1042944785276074
281,1.1042944785276074
282,1.1042944785276074
283,1.1042944785276074
284,1.1042944785276074
285,1.1042944785276074
286,1.1042944785276074
287,1.1042944785276074
288,1.1042944785276074
289,1.1042944785276074
290,1.1042944785276074
291,1.1042944785276074
292,1.1042944785276074
293,0.7361963190184049
294,0.0
295,0.7361963190184049
296,0.0
297,0.36809815950920244
298,0.36809815950920244
299,0.0
300,0.7361963190184049
301,0.7361963190184049
302,0.0
303,0.7361963190184049
304,0.7361963190184049
305,0.7361963190184049
306,0.36809815950920244
307,0.36809815950920244
308,0.7361963190184049
309,0.7361963190184049
310,0.7361963190184049
311,0.7361963190184049
312,0.7361963190184049
313,0.7361963190184049
314,1.1042944785276074
315,1.1042944785276074
316,1.1042944785276074
317,1.4723926380368098
318,1.4723926380368098
319,1.1042944785276074
320,1.4723926380368098
321,1.4723926380368098
322,1.8404907975460123
323,1.8404907975460123
324,2.208588957055215
325,2.208588957055215
326,2.208588957055215
327,2.208588957055215
328,1.8404907975460123
329,1.1042944785276074
330,1.1042944785276074
331,1.1042944785276074
332,1.1042944785276074
333,1.1042944785276074
334,1.1042944785276074
335,1.1042944785276074
336,1.1042944785276074
337,1.1042944785276074
338,1.1042944785276074
339,1.1042944785276074
340,1.1042944785276074
341,1.1042944785276074
342,1.1042944785276074
343,1.1042944785276074
344,1.1042944785276074
345,1.1042944785276074
346,1.1042944785276074
347,1.1042944785276074
348,1.4723926380368098
349,1.4723926380368098
350,1.8404907975460123
351,1.8404907975460123
352,1.8404907975460123
353,1.8404907975460123
354,1.8404907975460123
355,1.8404907975460123
356,2.208588957055215
357,1.4723926380368098
358,1.8404907975460123
359,1.1042944785276074
360,1.4723926380368098
361,1.1042944785276074
362,1.1042944785276074
363,1.1042944785276074
364,1.1042944785276074
365,1.1042944785276074
