,0
761,516.1290323
762,516.1290323
763,516.1290323
764,516.1290323
765,516.1290323
766,516.1290323
767,516.1290323
768,518.5483871
769,520.9677419
770,523.3870968
771,528.2258065
772,528.2258065
773,528.2258065
774,535.483871
775,540.3225806
776,540.3225806
777,542.7419355
778,545.1612903
779,545.1612903
780,547.5806452
781,547.5806452
782,550
783,552.4193548
784,552.4193548
785,554.8387097
786,554.8387097
787,557.2580645
788,557.2580645
789,557.2580645
790,557.2580645
791,557.2580645
792,554.8387097
793,554.8387097
794,554.8387097
795,554.8387097
796,554.8387097
797,554.8387097
798,554.8387097
799,557.2580645
800,559.6774194
801,562.0967742
802,566.9354839
803,566.9354839
804,566.9354839
805,566.9354839
806,564.516129
807,564.516129
808,564.516129
809,564.516129
810,566.9354839
811,566.9354839
812,569.3548387
813,571.7741935
814,574.1935484
815,576.6129032
816,579.0322581
817,581.4516129
818,581.4516129
819,581.4516129
820,581.4516129
821,581.4516129
822,581.4516129
823,581.4516129
824,581.4516129
825,579.0322581
826,569.3548387
827,569.3548387
828,571.7741935
829,574.1935484
830,574.1935484
831,576.6129032
832,583.8709677
833,583.8709677
834,583.8709677
835,586.2903226
836,586.2903226
837,586.2903226
838,586.2903226
839,586.2903226
840,586.2903226
841,586.2903226
842,586.2903226
843,583.8709677
844,583.8709677
845,583.8709677
846,581.4516129
847,579.0322581
848,581.4516129
849,581.4516129
850,581.4516129
851,581.4516129
852,579.0322581
853,581.4516129
854,581.4516129
855,579.0322581
856,581.4516129
857,581.4516129
858,581.4516129
859,581.4516129
860,581.4516129
861,581.4516129
862,581.4516129
863,581.4516129
864,581.4516129
865,581.4516129
866,579.0322581
867,579.0322581
868,576.6129032
869,576.6129032
870,571.7741935
871,569.3548387
872,566.9354839
873,566.9354839
874,564.516129
875,564.516129
876,564.516129
877,564.516129
878,562.0967742
879,562.0967742
880,562.0967742
881,562.0967742
882,562.0967742
883,562.0967742
884,562.0967742
885,559.6774194
886,559.6774194
887,557.2580645
888,559.6774194
889,559.6774194
890,562.0967742
891,562.0967742
892,564.516129
893,564.516129
894,564.516129
895,564.516129
896,562.0967742
897,562.0967742
898,559.6774194
899,557.2580645
900,557.2580645
901,557.2580645
902,557.2580645
903,557.2580645
904,554.8387097
905,554.8387097
906,552.4193548
907,552.4193548
908,552.4193548
909,550
910,550
911,550
912,550
913,550
914,550
915,552.4193548
916,557.2580645
917,559.6774194
918,562.0967742
919,562.0967742
920,562.0967742
921,562.0967742
922,562.0967742
923,564.516129
924,564.516129
925,562.0967742
926,559.6774194
927,557.2580645
928,557.2580645
929,557.2580645
930,559.6774194
931,559.6774194
932,562.0967742
933,562.0967742
934,562.0967742
935,564.516129
936,562.0967742
937,559.6774194
938,559.6774194
939,557.2580645
940,554.8387097
941,557.2580645
942,557.2580645
943,559.6774194
944,559.6774194
945,559.6774194
946,559.6774194
947,559.6774194
948,559.6774194
949,557.2580645
950,554.8387097
951,554.8387097
952,552.4193548
953,547.5806452
954,545.1612903
955,545.1612903
956,542.7419355
957,542.7419355
958,542.7419355
959,542.7419355
960,542.7419355
961,542.7419355
962,545.1612903
963,545.1612903
964,547.5806452
965,547.5806452
966,547.5806452
967,550
968,550
969,552.4193548
970,554.8387097
971,554.8387097
972,557.2580645
973,559.6774194
974,562.0967742
975,564.516129
976,566.9354839
977,569.3548387
978,569.3548387
979,569.3548387
980,566.9354839
981,566.9354839
982,566.9354839
983,566.9354839
984,562.0967742
985,562.0967742
986,564.516129
987,569.3548387
988,571.7741935
989,574.1935484
990,576.6129032
991,579.0322581
992,581.4516129
993,581.4516129
994,581.4516129
995,581.4516129
996,579.0322581
997,579.0322581
998,576.6129032
999,576.6129032
1000,576.6129032
1001,576.6129032
1002,576.6129032
1003,576.6129032
1004,579.0322581
1005,579.0322581
1006,581.4516129
1007,581.4516129
1008,583.8709677
1009,583.8709677
1010,583.8709677
1011,586.2903226
1012,586.2903226
1013,586.2903226
1014,586.2903226
1015,586.2903226
1016,586.2903226
1017,586.2903226
1018,586.2903226
1019,586.2903226
1020,586.2903226
1021,586.2903226
1022,586.2903226
1023,586.2903226
1024,586.2903226
1025,583.8709677
1026,583.8709677
1027,583.8709677
1028,586.2903226
1029,586.2903226
1030,586.2903226
1031,586.2903226
1032,586.2903226
1033,586.2903226
1034,586.2903226
1035,586.2903226
1036,586.2903226
1037,586.2903226
1038,586.2903226
1039,586.2903226
1040,583.8709677
1041,583.8709677
1042,583.8709677
1043,586.2903226
1044,586.2903226
1045,586.2903226
1046,586.2903226
1047,571.7741935
1048,571.7741935
